# title: SampleA XRD
10.0,10.90
10.5,9.08
11.0,11.66
11.5,12.16
12.0,10.97
12.5,9.49
13.0,8.38
13.5,11.49
14.0,10.77
14.5,9.70
15.0,9.22
15.5,10.74
16.0,9.97
16.5,10.51
17.0,9.04
17.5,10.38
18.0,9.09
18.5,8.73
19.0,8.13
19.5,15.98
20.0,21.59
20.5,40.42
21.0,43.08
21.5,28.38
22.0,13.07
22.5,10.98
23.0,9.73
23.5,9.97
24.0,9.01
24.5,9.54
25.0,10.79
25.5,13.86
26.0,46.09
26.5,100.23
27.0,70.73
27.5,23.23
28.0,10.36
28.5,7.89
29.0,10.58
29.5,9.21
30.0,12.00
30.5,7.74
31.0,15.29
31.5,12.82
32.0,10.95
32.5,9.85
33.0,10.98
33.5,9.80
34.0,9.55
34.5,11.39
35.0,9.94
35.5,11.65
36.0,12.09
36.5,10.88
37.0,11.55
37.5,10.29
38.0,8.68
38.5,9.05
39.0,8.64
39.5,9.95
40.0,7.80
40.5,11.51
41.0,8.51
41.5,8.22
42.0,12.23
42.5,9.16
43.0,8.62
43.5,10.90
44.0,7.75
44.5,7.38
45.0,8.52
45.5,10.84
46.0,12.23
46.5,8.54
47.0,9.96
47.5,10.98
48.0,11.36
48.5,8.70
49.0,8.86
49.5,9.69
50.0,11.37
50.5,9.16
51.0,11.28
51.5,9.13
52.0,9.99
52.5,8.93
53.0,10.31
53.5,8.46
54.0,13.73
54.5,10.30
55.0,9.91
55.5,8.82
56.0,10.23
56.5,8.59
57.0,9.90
57.5,12.70
58.0,8.25
58.5,9.60
59.0,9.24
59.5,13.01
60.0,11.41
60.5,8.52
61.0,10.12
61.5,9.32
62.0,8.70
62.5,11.82
63.0,9.29
63.5,12.31
64.0,9.14
64.5,10.34
65.0,9.70
65.5,10.31
66.0,11.39
66.5,10.95
67.0,10.35
67.5,10.52
68.0,11.73
68.5,10.56
69.0,11.40
69.5,9.53
