# title: SampleB XRD
10.0,11.35
10.5,11.78
11.0,9.60
11.5,10.76
12.0,10.19
12.5,10.26
13.0,10.24
13.5,7.69
14.0,11.36
14.5,9.22
15.0,10.56
15.5,7.93
16.0,9.15
16.5,10.45
17.0,11.09
17.5,11.75
18.0,11.19
18.5,8.01
19.0,12.21
19.5,9.65
20.0,8.91
20.5,6.11
21.0,6.76
21.5,10.42
22.0,9.90
22.5,9.24
23.0,13.31
23.5,11.24
24.0,10.48
24.5,8.95
25.0,12.59
25.5,10.61
26.0,8.97
26.5,6.53
27.0,11.95
27.5,9.93
28.0,9.83
28.5,11.28
29.0,10.30
29.5,17.93
30.0,51.43
30.5,79.58
31.0,52.75
31.5,21.64
32.0,10.70
32.5,10.35
33.0,9.71
33.5,9.44
34.0,10.79
34.5,8.71
35.0,9.41
35.5,10.52
36.0,8.47
36.5,10.91
37.0,9.25
37.5,10.18
38.0,10.40
38.5,11.28
39.0,7.67
39.5,8.67
40.0,11.43
40.5,10.74
41.0,8.29
41.5,10.95
42.0,13.60
42.5,9.93
43.0,9.29
43.5,11.22
44.0,16.39
44.5,31.08
45.0,53.98
45.5,54.91
46.0,25.87
46.5,11.72
47.0,7.75
47.5,8.80
48.0,9.34
48.5,10.30
49.0,11.00
49.5,11.56
50.0,8.19
50.5,9.07
51.0,9.94
51.5,9.01
52.0,9.27
52.5,10.43
53.0,9.47
53.5,11.57
54.0,8.28
54.5,12.12
55.0,10.77
55.5,11.94
56.0,11.36
56.5,8.66
57.0,12.53
57.5,8.67
58.0,8.21
58.5,10.01
59.0,10.32
59.5,7.19
60.0,10.33
60.5,9.66
61.0,11.77
61.5,9.46
62.0,12.29
62.5,10.92
63.0,9.95
63.5,9.01
64.0,10.89
64.5,11.55
65.0,11.17
65.5,10.04
66.0,9.07
66.5,9.93
67.0,10.20
67.5,9.03
68.0,10.55
68.5,11.32
69.0,10.75
69.5,9.08
