# title: 土壤样品 XRF 荧光光谱
# x_unit: 能量 (keV)
# y_unit: 强度 (cps)
1.0,125.5
1.5,142.3
2.0,168.7
2.5,256.2
3.0,425.8
3.31,985.6
3.5,756.3
4.0,312.5
4.5,198.7
5.0,245.6
5.41,1125.8
5.9,456.7
6.0,385.2
6.4,1856.4
6.9,756.3
7.0,625.8
7.5,356.2
8.0,245.7
8.5,198.6
9.0,285.6
9.25,562.3
9.5,425.8
10.0,312.5
10.5,245.6
11.0,189.5
11.5,156.8
12.0,212.5
12.5,298.7
13.0,185.6
13.5,142.5
14.0,168.3
14.17,425.6
14.5,285.7
15.0,198.6
15.5,142.5
16.0,125.8
16.5,98.6
17.0,112.5
17.5,156.8
18.0,125.7
18.5,98.5
19.0,85.6
19.5,72.5
20.0,89.6
20.5,112.5
21.0,142.3
21.5,168.5
22.0,125.7
22.2,189.6
22.5,156.8
23.0,125.6
23.5,98.5
24.0,85.6
24.5,72.5
25.0,68.9
25.5,56.8
26.0,62.5
26.5,78.9
27.0,62.5
27.5,48.9
28.0,42.5
28.5,36.8
29.0,42.5
29.5,56.8
30.0,48.9
30.5,36.5
31.0,32.8
31.5,28.9
32.0,25.6
32.5,32.8
33.0,42.5
33.5,36.8
34.0,28.9
34.5,24.5
35.0,21.2
35.5,18.9
36.0,16.8
36.5,14.5
37.0,12.8
37.5,11.2
38.0,10.5
38.5,9.8
39.0,8.9
39.5,8.2
40.0,7.5
